PORTFOLIO_ID,BENCHMARK_ID,SECURITY_ID,PAR,CURRENT_PRICE,MARKET_VALUE
1,1,258,930376,250.46,233021973
1,1,259,11989040,148.06,1775097262
1,1,260,2857032,65.35,186707041.2
1,1,261,1883552,43.57,82066360.64
1,1,262,5984469,93.72,560864434.7
1,1,263,4674642,1302.74,6089843119
1,1,264,295210,49.86,14719170.6
1,1,265,7687032,78.62,604354455.8
1,1,266,4868593,31.63,153993596.6
1,1,267,9503280,37.01,351716392.8
1,1,268,2492099,163.03,406286900
1,1,269,2136216,56.03,119692182.5
1,1,270,10682638,89.55,956630232.9
1,1,271,2524138,211.18,533047462.8
1,1,272,1753773,131.68,230936828.6
1,1,273,6553080,71.52,468676281.6
1,1,274,2463424,94.43,232621128.3
1,1,275,1587850,61.82,98160887
1,1,276,258021,121.1,31246343.1
1,1,277,10364208,1406.83,14580678741
1,1,278,3589663,33.87,121581885.8
1,1,279,1600699,28.71,45956068.29
1,1,280,7662699,221.91,1700429535
1,1,281,2989656,100.58,300699600.5
1,1,282,2142108,134.51,288134947.1
1,1,283,1792625,46.65,83625956.25
1,1,284,2620633,76.52,200530837.2
1,1,285,1370425,269.71,369617326.8
1,1,286,4572458,254.99,1165931065
1,1,287,12350099,164.79,2035172814
1,1,288,1290556,234.62,302790248.7
1,1,289,2777641,266.17,739324705
1,1,290,1232507,165.96,204546861.7
1,1,291,1179867,196.93,232351208.3
1,1,292,1675774,317.1,531387935.4
1,1,293,1037231,1066.83,1106549148
1,1,294,9130166,53.75,490746422.5
1,1,295,306490,108.11,33134633.9
1,1,296,4200163,85.64,359701959.3
1,1,297,1671353,120.3,201063765.9
1,1,298,2924870,255.18,746368326.6
1,1,299,1889378,116.57,220244793.5
1,1,300,2661729,82.14,218634420.1
1,1,301,2667772,116.73,311409025.6
1,1,302,3768844,132.82,500577860.1
1,1,303,4175643,89.9,375390305.7
1,1,304,2314768,72.78,168468815
1,1,305,3552260,97.54,346487440.4
1,1,306,3605281,65.61,236542486.4
1,1,307,2248930,100.44,225882529.2
1,1,308,2479780,36.17,89693642.6
1,1,309,3109984,179.44,558055529
1,1,310,4087051,118.97,486236457.5
1,1,311,8144797,96.31,784425399.1
1,1,312,1830305,119,217806295
1,1,313,3052003,146.51,447148959.5
1,1,314,2085778,73.94,154222425.3
1,1,315,2927391,116.53,341128873.2
1,1,316,1982585,98.32,194927757.2
1,1,317,3485223,111.59,388916034.6
1,1,318,3828632,81.15,310693486.8
1,1,319,38021,112.89,4292190.69
1,1,320,2499296,135.84,339504368.6
1,1,321,883590,199.98,176700328.2
1,1,322,3037344,7543.18,22911232514
1,1,323,2532709,113.44,287310509
1,1,324,2526985,318.42,804642563.7
1,1,325,2818177,40.21,113318897.2
1,1,326,1473150,47.3,69679995
1,1,327,4538478,17.6,79877212.8
1,1,328,1405891,83.79,117799606.9
1,1,329,3331927,228.5,761345319.5
1,1,330,15321974,74.65,1143785359
1,1,331,2339661,16.94,39633857.34
1,1,332,1287885,139.62,179814503.7
1,1,333,3350928,93.52,313378786.6
1,1,334,3749888,29.32,109946716.2
1,1,335,2914877,45.74,133326474
1,1,336,8775273,29.47,258607295.3
1,1,337,2620292,69.1,181062177.2
1,1,338,1825392,60.82,111020341.4
1,1,339,1675504,34.95,58558864.8
1,1,340,8723430,198.63,1732734901
1,1,341,1628888,276.22,449931443.4
1,1,342,4411263,60.48,266793186.2
1,1,343,3492080,117.51,410354320.8
1,1,344,1481746,80.34,119043473.6
1,1,345,8980454,171.47,1539878447
1,1,346,6172808,27.48,169628763.8
1,1,347,4796631,479.1,2298065912
1,1,348,6878173,50,343908650
1,1,349,1069842,56.74,60702835.08
1,1,350,964227,8.24,7945230.48
1,1,351,1422193,144.77,205890880.6
1,1,352,7547244,127.24,960311326.6
1,1,353,498789,371.77,185434786.5
1,1,354,842766,30.84,25990903.44
1,1,355,17133641,73.71,1262920678
1,1,356,640028,144.52,92496846.56
1,1,357,1815646,13.48,24474908.08
1,1,358,1735417,91.85,159398051.5
1,1,359,12016961,87.85,1055690024
1,1,360,584732,94.56,55292257.92
1,1,361,1260748,62.88,79275834.24
1,1,362,862048,395.4,340853779.2
1,1,363,2307402,248.91,574335431.8
1,1,364,1506664,79.76,120171520.6
1,1,365,3097804,389.41,1206315856
1,1,366,562061,175.72,98765358.92
1,1,367,11100930,68.87,764521049.1
1,1,368,1863175,227.47,423816417.3
1,1,369,26494753,307.26,8140777807
1,1,370,706791,520.98,368223975.2
1,1,371,2364993,257.92,609978994.6
1,1,372,1436166,307.71,441922639.9
1,1,373,2363090,114.84,271377255.6
1,1,374,6050738,40.62,245780977.6
1,1,375,416524,146.52,61029096.48
1,1,376,1876072,149.81,281054346.3
1,1,377,1472950,91.22,134362499
1,1,378,5565878,178.79,995123327.6
1,1,379,851158,129.77,110454773.7
1,1,380,2315368,263.81,610817232.1
1,1,381,2475411,115.89,286875380.8
1,1,382,2695375,74.65,201209743.8
1,1,383,2803811,138.62,388664280.8
1,1,384,693969,122.34,84900167.46
1,1,385,1776477,52.34,92980806.18
1,1,386,4908032,18.66,91583877.12
1,1,387,2618329,42.52,111331349.1
1,1,388,2999589,83.43,250255710.3
1,1,389,767197,33.3,25547660.1
1,1,390,1146018,30.74,35228593.32
1,1,391,1402736,75.55,105976704.8
1,1,392,1013243,384.71,389804714.5
1,1,393,515365,27.8,14327147
1,1,394,3913490,87.01,340512764.9
1,1,395,4910368,196.68,965771178.2
1,1,396,7109103,132.45,941600692.4
1,1,397,1060023,136.47,144661338.8
1,1,398,1959809,158.51,310649324.6
1,1,399,6986392,182.03,1271732936
1,1,400,3411883,102.06,348216779
1,1,401,1629505,77.83,126824374.2
1,1,402,1906176,145.25,276872064
1,1,403,1384757,141.57,196040048.5
1,1,404,609240,27.23,16589605.2
1,1,405,2433153,27.89,67860637.17
1,1,406,1734238,206.1,357426451.8
1,1,407,5768249,32.17,185564570.3
1,1,408,1331354,302.77,403094050.6
1,1,409,3153701,34.17,107761963.2
1,1,410,632240,24.82,15692196.8
1,1,411,1577539,27.76,43792482.64
1,1,412,3244656,34.52,112005525.1
1,1,413,2280749,44.22,100854720.8
1,1,414,4133954,114.49,473296393.5
1,1,415,612872,106.8,65454729.6
1,1,416,1580070,396.15,625944730.5
1,1,417,1885076,39.59,74630158.84
1,1,418,453645,67.24,30503089.8
1,1,419,898592,80.51,72345641.92
1,1,420,2623940,10.18,26711709.2
1,1,421,2185308,20.49,44776960.92
1,1,422,1527400,90.68,138504632
1,1,423,1188961,30,35668830
1,1,424,5678620,267.02,1516305112
1,1,425,1800738,54.01,97257859.38
1,1,426,8448298,118.31,999518136.4
1,1,427,4832910,16.11,77858180.1
1,1,428,6730752,19.74,132865044.5
1,1,429,8008341,91.06,729239531.5
1,1,430,17254241,114.21,1970606865
1,1,431,3033139,354.09,1074004189
1,1,432,2971929,108.53,322543454.4
1,1,433,1693887,51.78,87709468.86
1,1,434,461801,54,24937254
1,1,435,1341376,44.18,59261991.68
1,1,436,3807608,58.57,223011600.6
1,1,437,11189697,78.95,883426578.2
1,1,438,3010854,13.87,41760544.98
1,1,439,1715471,228.05,391213161.6
1,1,440,871595,29.11,25372130.45
1,1,441,973856,19.28,18775943.68
1,1,442,1837807,18.01,33098904.07
1,1,443,7956534,83.02,660551452.7
1,1,444,8421615,181.81,1531133823
1,1,445,1429515,143.31,204863794.7
1,1,446,14347027,54.58,783060733.7
1,1,447,834163,10.53,8783736.39
1,1,448,2751139,86.23,237230716
1,1,449,2222547,39.44,87657253.68
1,1,450,3200712,184.64,590979463.7
1,1,451,1263614,23.45,29631748.3
1,1,452,643576,76.9,49490994.4
1,1,453,684156,81.25,55587675
1,1,454,1417131,111.7,158293532.7
1,1,455,4582770,161.7,741033909
1,1,456,3624945,31.01,112409544.5
1,1,457,8589103,97.5,837437542.5
1,1,458,1892603,35.24,66695329.72
1,1,459,2719981,61.56,167442030.4
1,1,460,1224743,106.38,130288160.3
1,1,461,1523127,181.14,275899224.8
1,1,462,2735883,52.95,144865004.9
1,1,463,1276578,42.08,53718402.24
1,1,464,728279,70.98,51693243.42
1,1,465,3262097,210.23,685790652.3
1,1,466,3453067,28.96,100000820.3
1,1,467,733217,59.95,43956359.15
1,1,468,627761,92.92,58331552.12
1,1,469,4556295,117.64,536002543.8
1,1,470,1965862,215.05,422758623.1
1,1,471,1392416,174.51,242990516.2
1,1,472,1048707,45.17,47370095.19
1,1,473,562492,85.99,48368687.08
1,1,474,474664,54.96,26087533.44
1,1,475,2158631,43.06,92950650.86
1,1,476,708950,250.46,177563617
1,1,477,1466489,167.81,246091519.1
1,1,478,644195,55.61,35823683.95
1,1,479,2219112,29.75,66018582
1,1,480,3901781,97.7,381204003.7
1,1,481,1562174,171.8,268381493.2
1,1,482,1164796,69.64,81116393.44
1,1,483,3663003,78,285714234
1,1,484,613256,12.24,7506253.44
1,1,485,474073,146.63,69513323.99
1,1,486,448582,101.58,45566959.56
1,1,487,2353957,139.43,328212224.5
1,1,488,1682439,31.08,52290204.12
1,1,489,1569902,288.42,452791134.8
1,1,490,4956285,57.49,284936824.7
1,1,491,2160027,34.72,74996137.44
1,1,492,1650140,49.77,82127467.8
1,1,493,1829803,35.51,64976304.53
1,1,494,876222,17.87,15658087.14
1,1,495,2808828,64.91,182321025.5
1,1,496,7801617,199.5,1556422592
1,1,497,1501534,81.81,122840496.5
1,1,498,2538549,11.5,29193313.5
1,1,499,249275,115.66,28831146.5
1,1,500,581990,56.65,32969733.5
1,1,501,1022683,15.47,15820906.01
1,1,502,5385974,63.74,343301982.8
1,1,503,3371755,48.34,162990636.7
